"predicted","species","cultivar","ncal","split","location","year","fit","observed"
53.25,"Almond","Nonpareil","full","Calibration","Sfax",1996,"single",53
74.33,"Almond","Nonpareil","full","Calibration","Sfax",2012,"single",67
65.38,"Almond","Nonpareil","full","Calibration","Sfax",2016,"single",65
55.33,"Almond","Nonpareil","full","Calibration","Sfax",1987,"single",52
63.17,"Almond","Nonpareil","full","Validation","Sfax",1981,"single",64
62.25,"Almond","Nonpareil","full","Validation","Sfax",1995,"single",54
70.08,"Almond","Nonpareil","full","Validation","Sfax",2003,"single",77
63.21,"Almond","Nonpareil","full","Validation","Sfax",2004,"single",55
62.88,"Almond","Nonpareil","full","Validation","Sfax",2006,"single",60
68.96,"Almond","Nonpareil","full","Validation","Sfax",2015,"single",46
51,"Almond","Tuono","full","Calibration","Meknes",1975,"single",56
66.08,"Almond","Tuono","full","Calibration","Meknes",2012,"single",58
60,"Almond","Tuono","full","Calibration","Meknes",1989,"single",62
68.5,"Almond","Tuono","full","Calibration","Meknes",1995,"single",64
56.08,"Almond","Tuono","full","Calibration","Meknes",1985,"single",56
70.62,"Almond","Tuono","full","Calibration","Meknes",2005,"single",59
74.33,"Almond","Tuono","full","Calibration","Meknes",1982,"single",61
54.96,"Almond","Tuono","full","Calibration","Meknes",1983,"single",64
73,"Almond","Tuono","full","Calibration","Meknes",1999,"single",73
52.5,"Almond","Tuono","full","Calibration","Meknes",1994,"single",63
53.83,"Almond","Tuono","full","Calibration","Meknes",2001,"single",59
57.92,"Almond","Tuono","full","Calibration","Meknes",1976,"single",65
61.21,"Almond","Tuono","full","Calibration","Meknes",1981,"single",59
69.38,"Almond","Tuono","full","Calibration","Meknes",1996,"single",66
64.17,"Almond","Tuono","full","Calibration","Meknes",1988,"single",62
63.04,"Almond","Tuono","full","Calibration","Meknes",1990,"single",65
69.04,"Almond","Tuono","full","Calibration","Meknes",1991,"single",65
64.96,"Almond","Tuono","full","Calibration","Meknes",2003,"single",62
66,"Almond","Tuono","full","Calibration","Meknes",2011,"single",63
54.17,"Almond","Tuono","full","Calibration","Meknes",2008,"single",62
58.04,"Almond","Tuono","full","Calibration","Meknes",2000,"single",56
57.79,"Almond","Tuono","full","Calibration","Meknes",1986,"single",65
67.54,"Almond","Tuono","full","Calibration","Meknes",2006,"single",60
53,"Almond","Tuono","full","Calibration","Meknes",1987,"single",60
54.5,"Almond","Tuono","full","Calibration","Meknes",1980,"single",52
58.96,"Almond","Tuono","full","Calibration","Meknes",1998,"single",69
63.25,"Almond","Tuono","full","Calibration","Meknes",2010,"single",60
61,"Almond","Tuono","full","Calibration","Meknes",2002,"single",60
54.96,"Almond","Tuono","full","Calibration","Meknes",1997,"single",63
77.12,"Almond","Tuono","full","Calibration","Meknes",1984,"single",78
59.5,"Almond","Tuono","full","Validation","Meknes",1974,"single",59
41.08,"Almond","Tuono","full","Validation","Meknes",1977,"single",56
56.5,"Almond","Tuono","full","Validation","Meknes",1978,"single",59
81.25,"Almond","Tuono","full","Validation","Meknes",1979,"single",58
46.38,"Almond","Tuono","full","Validation","Meknes",1992,"single",55
55.17,"Almond","Tuono","full","Validation","Meknes",1993,"single",66
50.38,"Almond","Tuono","full","Validation","Meknes",2004,"single",61
67.04,"Almond","Tuono","full","Validation","Meknes",2007,"single",71
50.25,"Almond","Tuono","full","Validation","Meknes",2009,"single",53
62.54,"Almond","Tuono","full","Validation","Meknes",2013,"single",57
67,"Almond","Tuono","full","Validation","Meknes",2014,"single",59
38.21,"Almond","Achaak","full","Calibration","Santomera",2007,"single",33
29.21,"Almond","Achaak","full","Calibration","Santomera",1998,"single",31
26.29,"Almond","Achaak","full","Calibration","Santomera",2012,"single",22
29.12,"Almond","Achaak","full","Calibration","Santomera",2011,"single",31
32.29,"Almond","Achaak","full","Calibration","Santomera",2017,"single",26
28.08,"Almond","Achaak","full","Calibration","Santomera",2019,"single",28
33.08,"Almond","Achaak","full","Calibration","Santomera",2006,"single",30
32.29,"Almond","Achaak","full","Calibration","Santomera",1997,"single",28
15.12,"Almond","Achaak","full","Calibration","Santomera",2013,"single",18
20.33,"Almond","Achaak","full","Calibration","Santomera",2018,"single",29
21.21,"Almond","Achaak","full","Validation","Santomera",2008,"single",22
17.04,"Almond","Achaak","full","Validation","Santomera",2014,"single",18
34.29,"Almond","Achaak","full","Validation","Santomera",2015,"single",33
40.21,"Almond","Marta","full","Calibration","Santomera",2008,"single",40
56.25,"Almond","Marta","full","Calibration","Santomera",2006,"single",56
49.33,"Almond","Marta","full","Calibration","Santomera",2011,"single",50
47.17,"Almond","Marta","full","Calibration","Santomera",2018,"single",51
57.92,"Almond","Marta","full","Calibration","Santomera",2010,"single",58
52,"Almond","Marta","full","Calibration","Santomera",2019,"single",56
44.42,"Almond","Marta","full","Calibration","Santomera",2021,"single",41
53.17,"Almond","Marta","full","Calibration","Santomera",2007,"single",48
57.29,"Almond","Marta","full","Calibration","Santomera",2005,"single",57
60.96,"Almond","Marta","full","Calibration","Santomera",2012,"single",62
43,"Almond","Marta","full","Validation","Santomera",2009,"single",43
32.71,"Almond","Marta","full","Validation","Santomera",2013,"single",40
57.92,"Almond","Marta","full","Validation","Santomera",2015,"single",58
37.12,"Almond","Marta","full","Validation","Santomera",2020,"single",41
39.17,"Almond","Achaak","scarce","Calibration","Santomera",2007,"combined",33
23.04,"Almond","Achaak","scarce","Calibration","Santomera",1998,"combined",31
28.04,"Almond","Achaak","scarce","Calibration","Santomera",2012,"combined",22
29.25,"Almond","Achaak","scarce","Calibration","Santomera",2011,"combined",31
28.38,"Almond","Achaak","scarce","Calibration","Santomera",2017,"combined",26
28,"Almond","Achaak","scarce","Calibration","Santomera",2019,"combined",28
33.21,"Almond","Achaak","scarce","Calibration","Santomera",2006,"combined",30
25.92,"Almond","Achaak","scarce","Calibration","Santomera",1997,"combined",28
16.21,"Almond","Achaak","scarce","Calibration","Santomera",2013,"combined",18
22.96,"Almond","Achaak","scarce","Calibration","Santomera",2018,"combined",29
18.08,"Almond","Achaak","scarce","Validation","Santomera",2008,"combined",22
17.08,"Almond","Achaak","scarce","Validation","Santomera",2014,"combined",18
37.29,"Almond","Achaak","scarce","Validation","Santomera",2015,"combined",33
22.38,"Almond","Desmayo","scarce","Calibration","Santomera",2020,"combined",20
26.17,"Almond","Desmayo","scarce","Calibration","Santomera",1998,"combined",31
41.46,"Almond","Desmayo","scarce","Calibration","Santomera",2007,"combined",36
29.29,"Almond","Desmayo","scarce","Calibration","Santomera",2016,"combined",28
32.38,"Almond","Desmayo","scarce","Calibration","Santomera",2011,"combined",31
31.38,"Almond","Desmayo","scarce","Calibration","Santomera",2012,"combined",30
18.38,"Almond","Desmayo","scarce","Calibration","Santomera",2013,"combined",21
35.29,"Almond","Desmayo","scarce","Calibration","Santomera",2006,"combined",34
28.92,"Almond","Desmayo","scarce","Calibration","Santomera",2019,"combined",31
25.17,"Almond","Desmayo","scarce","Calibration","Santomera",2018,"combined",29
27.46,"Almond","Desmayo","scarce","Validation","Santomera",1997,"combined",22
29.21,"Almond","Desmayo","scarce","Validation","Santomera",2003,"combined",36
23.33,"Almond","Desmayo","scarce","Validation","Santomera",2004,"combined",22
23.04,"Almond","Desmayo","scarce","Validation","Santomera",2005,"combined",30
20,"Almond","Desmayo","scarce","Validation","Santomera",2008,"combined",22
25.92,"Almond","Desmayo","scarce","Validation","Santomera",2009,"combined",26
39.96,"Almond","Desmayo","scarce","Validation","Santomera",2010,"combined",40
19.29,"Almond","Desmayo","scarce","Validation","Santomera",2014,"combined",24
42.33,"Almond","Desmayo","scarce","Validation","Santomera",2015,"combined",38
30.12,"Almond","Desmayo","scarce","Validation","Santomera",2017,"combined",30
14.08,"Almond","Desmayo","scarce","Validation","Santomera",2022,"combined",15
59.58,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2013,"combined",76
50.17,"Almond","Fasciuneddu","scarce","Calibration","Sfax",1982,"combined",49
51.12,"Almond","Fasciuneddu","scarce","Calibration","Sfax",1993,"combined",54
58.08,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2005,"combined",64
40.29,"Almond","Fasciuneddu","scarce","Calibration","Sfax",1999,"combined",42
56.21,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2001,"combined",51
46.83,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2002,"combined",46
44.38,"Almond","Fasciuneddu","scarce","Calibration","Sfax",1992,"combined",42
58.33,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2015,"combined",42
48.38,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2006,"combined",51
50.12,"Almond","Fasciuneddu","scarce","Validation","Sfax",1981,"combined",59
48.25,"Almond","Fasciuneddu","scarce","Validation","Sfax",1986,"combined",49
42.21,"Almond","Fasciuneddu","scarce","Validation","Sfax",1987,"combined",40
50.21,"Almond","Fasciuneddu","scarce","Validation","Sfax",1991,"combined",47
51.29,"Almond","Fasciuneddu","scarce","Validation","Sfax",1995,"combined",54
53.17,"Almond","Fasciuneddu","scarce","Validation","Sfax",1996,"combined",45
50.29,"Almond","Fasciuneddu","scarce","Validation","Sfax",1998,"combined",46
60.25,"Almond","Fasciuneddu","scarce","Validation","Sfax",2003,"combined",50
51.71,"Almond","Fasciuneddu","scarce","Validation","Sfax",2004,"combined",47
53.96,"Almond","Fasciuneddu","scarce","Validation","Sfax",2008,"combined",44
63.46,"Almond","Fasciuneddu","scarce","Validation","Sfax",2012,"combined",73
40.46,"Almond","Fasciuneddu","scarce","Validation","Sfax",2014,"combined",41
58.46,"Almond","Ferragnes","scarce","Calibration","Meknes",1978,"combined",57
54.21,"Almond","Ferragnes","scarce","Calibration","Meknes",1992,"combined",55
63.54,"Almond","Ferragnes","scarce","Calibration","Meknes",1998,"combined",64
73.25,"Almond","Ferragnes","scarce","Calibration","Meknes",1988,"combined",61
61.08,"Almond","Ferragnes","scarce","Calibration","Meknes",2008,"combined",62
64.04,"Almond","Ferragnes","scarce","Calibration","Meknes",1985,"combined",69
67.33,"Almond","Ferragnes","scarce","Calibration","Meknes",2011,"combined",63
65.83,"Almond","Ferragnes","scarce","Calibration","Meknes",1986,"combined",68
56.33,"Almond","Ferragnes","scarce","Calibration","Meknes",2002,"combined",59
61.21,"Almond","Ferragnes","scarce","Calibration","Meknes",1997,"combined",61
46.5,"Almond","Ferragnes","scarce","Validation","Meknes",1977,"combined",57
71.88,"Almond","Ferragnes","scarce","Validation","Meknes",1979,"combined",59
63.12,"Almond","Ferragnes","scarce","Validation","Meknes",1980,"combined",59
68.88,"Almond","Ferragnes","scarce","Validation","Meknes",1981,"combined",60
77.38,"Almond","Ferragnes","scarce","Validation","Meknes",1982,"combined",60
61.58,"Almond","Ferragnes","scarce","Validation","Meknes",1983,"combined",61
87.29,"Almond","Ferragnes","scarce","Validation","Meknes",1984,"combined",76
61.04,"Almond","Ferragnes","scarce","Validation","Meknes",1987,"combined",63
68,"Almond","Ferragnes","scarce","Validation","Meknes",1989,"combined",61
70,"Almond","Ferragnes","scarce","Validation","Meknes",1990,"combined",61
79.04,"Almond","Ferragnes","scarce","Validation","Meknes",1991,"combined",60
66.25,"Almond","Ferragnes","scarce","Validation","Meknes",1993,"combined",63
60,"Almond","Ferragnes","scarce","Validation","Meknes",1994,"combined",61
77.33,"Almond","Ferragnes","scarce","Validation","Meknes",1995,"combined",62
80,"Almond","Ferragnes","scarce","Validation","Meknes",1996,"combined",63
81.04,"Almond","Ferragnes","scarce","Validation","Meknes",1999,"combined",69
66.62,"Almond","Ferragnes","scarce","Validation","Meknes",2000,"combined",52
53,"Almond","Ferragnes","scarce","Validation","Meknes",2001,"combined",58
72.54,"Almond","Ferragnes","scarce","Validation","Meknes",2003,"combined",61
55.38,"Almond","Ferragnes","scarce","Validation","Meknes",2004,"combined",62
77.88,"Almond","Ferragnes","scarce","Validation","Meknes",2005,"combined",60
77.25,"Almond","Ferragnes","scarce","Validation","Meknes",2006,"combined",63
71.21,"Almond","Ferragnes","scarce","Validation","Meknes",2007,"combined",69
59.29,"Almond","Ferragnes","scarce","Validation","Meknes",2009,"combined",55
68.54,"Almond","Ferragnes","scarce","Validation","Meknes",2010,"combined",64
75.29,"Almond","Ferragnes","scarce","Validation","Meknes",2012,"combined",72
67.04,"Almond","Ferragnes","scarce","Validation","Meknes",2013,"combined",62
74.12,"Almond","Ferragnes","scarce","Validation","Meknes",2014,"combined",61
48.46,"Almond","Marcona","scarce","Calibration","Meknes",1978,"combined",41
40,"Almond","Marcona","scarce","Calibration","Meknes",1992,"combined",46
51,"Almond","Marcona","scarce","Calibration","Meknes",1998,"combined",59
57.29,"Almond","Marcona","scarce","Calibration","Meknes",1988,"combined",46
51.17,"Almond","Marcona","scarce","Calibration","Meknes",2008,"combined",43
49.12,"Almond","Marcona","scarce","Calibration","Meknes",1985,"combined",53
48.25,"Almond","Marcona","scarce","Calibration","Meknes",2011,"combined",46
58,"Almond","Marcona","scarce","Calibration","Meknes",1986,"combined",60
40.33,"Almond","Marcona","scarce","Calibration","Meknes",2002,"combined",41
49.25,"Almond","Marcona","scarce","Calibration","Meknes",1997,"combined",56
33.12,"Almond","Marcona","scarce","Validation","Meknes",1977,"combined",41
55.29,"Almond","Marcona","scarce","Validation","Meknes",1979,"combined",43
49.25,"Almond","Marcona","scarce","Validation","Meknes",1980,"combined",45
59.75,"Almond","Marcona","scarce","Validation","Meknes",1981,"combined",48
67.25,"Almond","Marcona","scarce","Validation","Meknes",1982,"combined",49
54.12,"Almond","Marcona","scarce","Validation","Meknes",1983,"combined",50
73,"Almond","Marcona","scarce","Validation","Meknes",1984,"combined",64
53,"Almond","Marcona","scarce","Validation","Meknes",1987,"combined",56
61,"Almond","Marcona","scarce","Validation","Meknes",1989,"combined",53
59.29,"Almond","Marcona","scarce","Validation","Meknes",1990,"combined",51
69.04,"Almond","Marcona","scarce","Validation","Meknes",1991,"combined",51
48.17,"Almond","Marcona","scarce","Validation","Meknes",1993,"combined",63
51.04,"Almond","Marcona","scarce","Validation","Meknes",1994,"combined",60
66.12,"Almond","Marcona","scarce","Validation","Meknes",1995,"combined",61
59.08,"Almond","Marcona","scarce","Validation","Meknes",1996,"combined",62
71.42,"Almond","Marcona","scarce","Validation","Meknes",1999,"combined",64
57.42,"Almond","Marcona","scarce","Validation","Meknes",2000,"combined",38
35.33,"Almond","Marcona","scarce","Validation","Meknes",2001,"combined",36
62.12,"Almond","Marcona","scarce","Validation","Meknes",2003,"combined",43
43.29,"Almond","Marcona","scarce","Validation","Meknes",2004,"combined",46
70.75,"Almond","Marcona","scarce","Validation","Meknes",2005,"combined",44
69.04,"Almond","Marcona","scarce","Validation","Meknes",2006,"combined",46
60.29,"Almond","Marcona","scarce","Validation","Meknes",2007,"combined",56
51.04,"Almond","Marcona","scarce","Validation","Meknes",2009,"combined",41
55.33,"Almond","Marcona","scarce","Validation","Meknes",2010,"combined",48
64.25,"Almond","Marcona","scarce","Validation","Meknes",2012,"combined",51
56.25,"Almond","Marcona","scarce","Validation","Meknes",2013,"combined",45
63.04,"Almond","Marcona","scarce","Validation","Meknes",2014,"combined",47
39.29,"Almond","Marta","scarce","Calibration","Santomera",2008,"combined",40
50.21,"Almond","Marta","scarce","Calibration","Santomera",2006,"combined",56
49.21,"Almond","Marta","scarce","Calibration","Santomera",2011,"combined",50
49.21,"Almond","Marta","scarce","Calibration","Santomera",2018,"combined",51
61.33,"Almond","Marta","scarce","Calibration","Santomera",2010,"combined",58
48.12,"Almond","Marta","scarce","Calibration","Santomera",2019,"combined",56
47.33,"Almond","Marta","scarce","Calibration","Santomera",2021,"combined",41
54.29,"Almond","Marta","scarce","Calibration","Santomera",2007,"combined",48
56.17,"Almond","Marta","scarce","Calibration","Santomera",2005,"combined",57
61.33,"Almond","Marta","scarce","Calibration","Santomera",2012,"combined",62
41.04,"Almond","Marta","scarce","Validation","Santomera",2009,"combined",43
39.12,"Almond","Marta","scarce","Validation","Santomera",2013,"combined",40
56.33,"Almond","Marta","scarce","Validation","Santomera",2015,"combined",58
42.71,"Almond","Marta","scarce","Validation","Santomera",2020,"combined",41
